,Firearm Prevalence,Fireaarm  licenses,Homicides,Firearm Homicides,Gini,Urbanicity,Armed_Robberies
329,0.077405987,0.039155209,0.0199173,0.002150665,0.463816667,5.5,0.242087267
330,-0.049130609,-0.144462877,-0.097254895,-0.156619408,0.448833333,1,-0.57624711
331,0.057482744,0.058881954,0.118457643,0.151438083,0.451166667,2,0.247979159
332,0.052403283,-0.164800931,0.544590959,0.719665487,0.475366667,6.5,0.474207244
333,-0.065236096,-0.114901433,-0.489400143,-0.400377122,0.439466667,3,0.21629907
334,-0.161897583,-0.025408965,-0.101740463,-0.169994852,0.457233333,1,-0.089642716
335,-0.128530593,-0.111911648,0.230829488,0.290512989,0.446733333,2,0.669467932
336,0.058129545,0.099166228,0.492660873,0.612350988,0.47475,3,-0.042657583
337,0.047991329,0.123586479,0.196557093,0.308089008,0.474383333,3,0.761636704
338,0.005779857,0.227840089,0.208780742,0.24788884,0.432216667,4,-0.672176999
339,-0.025853347,-0.038135799,0.620796222,0.759238728,0.46075,5,0.044902316
340,-0.066608652,-0.218272912,-0.094086571,-0.140210741,0.46185,1,-0.650375112
341,0.023847371,-0.146214235,0.336393172,0.431115362,0.465833333,3,0.330954468
342,0.010421444,0.011681172,-0.374462129,-0.453971224,0.424516667,3,-0.107362687
343,-0.00067043,0.117631022,-0.526241198,-0.49502493,0.44005,3,-0.377205777
344,-0.016961388,0.180949405,0.229473374,0.199966061,0.43865,3,-0.579579066
345,0.066962695,0.275585172,0.311331076,0.372429126,0.465066667,1,0.277771195
346,-0.020777769,0.139765457,-0.293320082,-0.261285639,0.42555,2,-0.231891029
347,-0.122940097,-0.680327411,0.285105207,0.368871591,0.459466667,2,-0.12807186
348,0.035751152,-0.448441514,-0.147116607,-0.173123586,0.452816667,2,0.051455304
349,-0.023938247,0.165578223,-0.259115616,-0.324074572,0.431366667,1,-0.108954564
350,0.063444097,0.190233674,0.063652737,0.07359877,0.4624,1,0.087562865
351,-0.106268356,-0.449360466,-0.372809692,-0.512595938,0.463166667,1,-0.439236209
352,0.019324472,-0.157790656,-0.26535427,-0.287994612,0.462533333,4,-0.499550177
353,-0.21488944,-0.679252101,-0.141100901,-0.151642669,0.4857,1,-0.195544633
354,-0.182549807,-0.555716399,-0.387632124,-0.515569579,0.466116667,1,-0.622587236
355,-0.073841525,-0.227628388,-0.383153172,-0.730627386,0.453133333,2,-0.824991338
356,-0.184489175,-0.706366578,-0.226265629,-0.177757246,0.48225,2,-0.510514855
357,-0.038095966,-0.017593173,0.053753513,0.031533487,0.483383333,3,0.022353519
358,-0.157847658,-0.53961051,-0.358324559,-0.50948416,0.455266667,2,-0.622329727
359,0.051470748,-0.136316649,0.392911266,0.500893687,0.46495,2,0.57608647
360,0.016441178,0.044708535,-0.196912594,-0.334538659,0.4514,2,0.328395593
361,0.036320923,0.261356248,0.010705789,0.065607729,0.47565,4,-0.220398546
362,-0.02672043,0.020253222,-0.312221952,-0.369130952,0.453366667,1,-0.190292498
363,0.00942977,-0.106256814,0.128315916,0.207137271,0.52155,3,-0.224031164
364,0.007967665,0.040170194,0.207474586,0.297457534,0.47095,3,-0.6379043
365,0.002123166,0.073983627,-0.501007467,-0.276679021,0.429966667,4,-0.314537231
366,0.01921662,0.248854046,0.246255265,0.237076408,0.444783333,4,-0.000984899
367,-0.140693181,-0.279920109,-0.654234112,-0.912690116,0.410616667,3,-0.401119993
368,-0.032990345,-0.017931927,0.295213418,0.40742805,0.4678,4,0.078239862
369,0.029425312,-0.152056847,0.206697104,0.248539719,0.41505,4,-0.409046489
370,0.065103271,0.043093134,0.053724988,0.066940676,0.441533333,3,-0.448637701
371,-0.096642621,-0.002583662,0.438872139,0.261314423,0.46925,4,-0.674648301
372,0.117912553,0.148834782,0.423193294,0.515804642,0.499033333,2,0.592977275
373,0.107498822,0.2373761,-0.134089713,-0.005471027,0.441666667,3,-0.747125972
374,-0.08398285,0.019644204,-0.158785011,-0.414909966,0.432483333,3,0.052982529
375,-0.022135968,0.055054635,-0.167534285,-0.31552518,0.431483333,3,0.325606427
376,0.037883391,0.078907959,-0.314877112,-0.383167976,0.4274,4,-0.499349149
377,0.015123566,-0.122268281,0.175471481,0.233746855,0.464433333,2,0.680672712
378,0.082960411,-8.41E-05,0.250601948,0.303604825,0.452466667,2,0.331688629
379,0.010922945,-0.09943283,-0.176381275,-0.306070454,0.455066667,2,0.148387589
380,-0.108252105,0.111760652,0.086246021,0.125894492,0.4549,3,0.632629566
381,0.029048773,0.286533638,-0.016736823,-0.008887114,0.45435,2,0.25956119
382,-0.018408568,0.024211853,0.24565864,0.366098243,0.431733333,3,0.124535121
383,0.160496809,-0.055000869,0.008300775,0.124259904,0.4708,4,0.550171213
384,0.039359027,-0.167204462,-0.115645777,-0.161907736,0.4225,3,-0.017904759
385,-0.078936143,0.220226472,-0.411277036,-0.255845934,0.435233333,4,-0.167169853
386,0.047642751,-0.055525359,0.063118129,0.084881381,0.513383333,4,-0.055906759
387,-0.113609723,-0.382038493,0.269856822,0.327965743,0.454666667,2,-0.011287489
388,0.095918611,-0.29026644,0.389641447,0.54966143,0.446566667,3,0.445783511
389,-0.170880961,-0.019849178,-0.05776447,-0.111403603,0.45635,2,0.196873126
390,0.106211061,0.036468743,0.523448456,0.681795214,0.45895,6,-0.11391788
391,0.073772352,-0.013584492,0.107166009,0.110962514,0.481533333,2,0.023737722
392,0.043099456,0.141800602,-0.110104284,-0.15944462,0.474866667,1,-0.159195881
393,-0.063507964,0.151218007,-0.03387937,-0.076495114,0.4469,3,-0.068249005
394,0.070446449,0.04075191,0.283975707,0.339289023,0.4823,3,0.25595823
395,-0.023976879,-0.342540365,-0.188855213,-0.13731219,0.43645,3,-0.117766547
396,-0.019709755,-0.050639312,0.079679529,0.101737344,0.476716667,2,0.577355755
397,0.012440444,0.23229227,0.245561159,0.329934594,0.43085,3,0.470880946
398,-0.039976306,-0.008099073,-0.382497506,-0.570055942,0.448183333,7.5,-0.591936808
399,0.016274472,-0.384251563,-0.27920704,-0.289768012,0.463966667,4,-0.629987815
400,0.061063925,0.1457766,0.048938756,0.022508184,0.47055,2,-0.374680876
401,0.027462765,0.103967898,-0.034069546,-0.040214938,0.452016667,6.333333333,-0.313766525
402,0.064932493,0.339612733,0.232920017,0.26565249,0.468616667,2,0.540829988
403,0.066096637,0.122337537,0.234597611,0.391074633,0.460516667,6.333333333,0.103940788
404,0.168550695,-0.223465846,0.219574477,0.326662798,0.4746,3,0.386093828
405,0.024034918,0.099189436,-0.142480347,-0.062871057,0.42695,6,-0.361538588
406,0.078531472,0.17052263,-0.017008323,0.103721874,0.466166667,3,0.414539088
407,-0.044553523,-0.286965986,0.166328208,0.107634135,0.476316667,4,-0.094540566
408,-0.122446296,0.030454213,-0.212471608,-0.258169951,0.448016667,2,-0.449496816
409,0.067136356,-0.190374813,0.203104501,0.278968354,0.5086,3,0.60320604
410,-0.086716285,-0.478652824,0.197093804,0.27589961,0.420666667,2,-0.734041565
411,0.082825082,-0.013240386,0.14241437,0.19859604,0.43895,1,0.374905669
412,-0.064438816,-0.2873645,0.217976075,0.242668529,0.46725,2,-0.214469669
413,0.051156119,0.072078706,-0.014749303,0.043145818,0.472066667,2,-0.06510643
414,0.103003,-0.215822129,0.073683246,0.173289494,0.440916667,3,0.56788655
415,0.047008256,-0.079052714,-0.342279764,-0.41236927,0.41425,4,-0.219943076
416,-0.030592155,0.052100902,-0.116225038,-0.182557961,0.44385,1,0.187665642
417,-0.152786406,0.115925998,-0.079126154,-0.002079817,0.446833333,3,0.61096487
418,-0.006011481,0.100293678,-0.580643559,-0.749890757,0.397133333,4,-0.555181964
419,-0.055683671,0.166713944,-0.471001071,-0.39589007,0.438266667,3,-0.30214652
420,0.024762433,0.08193168,-0.234217438,-0.092884872,0.46285,3,-0.027052767
421,0.007838148,0.129240458,0.099383893,0.156685757,0.446733333,2,0.469558279
422,-0.046671004,-0.00164868,-0.009408169,0.042143448,0.457666667,3,-0.289222212
423,-0.072727302,0.118914472,0.383260684,0.019640866,0.43175,3,-0.401157791
424,0.001811463,0.195747187,0.128480792,0.195648449,0.485183333,2,0.713658898
425,-0.013100816,0.056055865,0.295118928,0.330446773,0.469016667,4,-0.060438751
426,0.060603966,0.005237678,0.015716907,0.05681288,0.473266667,2,0.401751438
427,0.028201765,-0.181397803,0.322727446,0.404930212,0.43865,3,-0.369470613
428,-0.031439026,0.061625884,-0.027673209,0.034360059,0.4183,2,0.019075621
429,0.037578017,0.121905601,0.18139224,0.25057282,0.45585,2,0.098839845
430,-0.017494428,-0.262000133,0.15339942,0.217089871,0.443216667,3,-0.616339155
431,0.032160498,-0.191807513,-0.079526704,-0.004874058,0.444966667,3,-0.375188899
432,-0.004187457,0.088715522,-0.173784162,-0.281416033,0.444966667,4,-0.562326784
